Clave CT,Nombre CT,Clave Turno,Descripción Turno,Zona Escolar,Descripción Mpio.,Descripción Cat. Pob.,Longitud,Latitud,Docentes,Nivel,Modalidad
11DJN0957E,MELCHOR OCAMPO,1,Matutino,75,San Miguel de Allende,R Rural,-100.70398,20.86839,2,PREESCOLAR,General Federal
11DJN2569A,LUCAS ORTIZ BENITEZ,1,Matutino,42,San Diego de la Unión,R Rural,-100.709643,21.426166,1,PREESCOLAR,General Federal
11DJN3371Y,GABRIELA MISTRAL,1,Matutino,25,Comonfort,R Rural,-100.709691,20.75199,0,PREESCOLAR,General Federal
11DJN0835U,CRISTOBAL COLON,1,Matutino,99,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.709852,21.257033,1,PREESCOLAR,General Federal
11DJN0993J,20 DE NOVIEMBRE,1,Matutino,66,Apaseo el Grande,R Rural,-100.71047,20.56339,1,PREESCOLAR,General Federal
11DJN0836T,PABLO MONTESINOS,1,Matutino,42,San Diego de la Unión,R Rural,-100.711585,21.440902,0,PREESCOLAR,General Federal
11DJN2841S,NARCISO MENDOZA,1,Matutino,71,Acámbaro,U Urbana,-100.71309,20.022664,0,PREESCOLAR,General Federal
11DJN0702D,JUAN JACOBO ROUSSEAU,1,Matutino,71,Acámbaro,U Urbana,-100.715918,20.038772,4,PREESCOLAR,General Federal
11DJN2885P,CALMECAC,2,Vespertino,71,Acámbaro,U Urbana,-100.715918,20.038772,3,PREESCOLAR,General Federal
11DJN0484G,ENRIQUE LAUBSCHER,1,Matutino,51,Acámbaro,U Urbana,-100.71663,20.006506,6,PREESCOLAR,General Federal
11DJN0201J,JUAN RUIZ DE ALARCON,1,Matutino,25,Comonfort,R Rural,-100.717522,20.732906,3,PREESCOLAR,General Federal
11DJN3369J,FRANCISCO GABILONDO SOLER,1,Matutino,52,San Miguel de Allende,U Urbana,-100.71764,20.89858,9,PREESCOLAR,General Federal
11DJN0135A,VIDAL ALCOCER,1,Matutino,64,Celaya,R Rural,-100.71889,20.46639,1,PREESCOLAR,General Federal
11DJN0412N,JEAN PEAGET,1,Matutino,38,Celaya,R Rural,-100.720178,20.593883,2,PREESCOLAR,General Federal
11DJN3723K,JUVENTINO ROSAS,1,Matutino,99,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.720306,21.251924,1,PREESCOLAR,General Federal
11DJN4097P,PROFR. RAFAEL RAMIREZ CASTAÑEDA,1,Matutino,52,San Miguel de Allende,U Urbana,-100.7212,20.91017,6,PREESCOLAR,General Federal
11DJN0834V,MANUEL GUTIERREZ NAJERA,1,Matutino,99,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.721694,21.236442,2,PREESCOLAR,General Federal
11DJN0034C,FELIX C. VERA,1,Matutino,18,Acámbaro,U Urbana,-100.722217,20.027474,7,PREESCOLAR,General Federal
11DJN0145H,JAIME TORRES BODET,2,Vespertino,18,Acámbaro,U Urbana,-100.722217,20.027474,5,PREESCOLAR,General Federal
11DJN0760U,NETZAHUALCOYOLT,1,Matutino,42,San Diego de la Unión,R Rural,-100.72244,21.48539,1,PREESCOLAR,General Federal
11DJN0483H,FRAY PEDRO DE GANTE,1,Matutino,51,Acámbaro,U Urbana,-100.723488,20.050767,3,PREESCOLAR,General Federal
11DJN0482I,GENERAL MANUEL AVILA CAMACHO,1,Matutino,51,Acámbaro,R Rural,-100.723489,20.115257,0,PREESCOLAR,General Federal
11DJN2346S,LUZ MARIA SERRADELL DE ROMERO,1,Matutino,66,Apaseo el Grande,R Rural,-100.7243,20.51264,5,PREESCOLAR,General Federal
11DJN0759E,NIÑOS HEROES DE CHAPULTEPEC,1,Matutino,42,San Diego de la Unión,R Rural,-100.724477,21.52863,1,PREESCOLAR,General Federal
11DJN0180N,HEROE DE NACOZARI,1,Matutino,51,Acámbaro,U Urbana,-100.727781,20.039581,5,PREESCOLAR,General Federal
11DJN4365U,CARRUSEL,1,Matutino,71,Acámbaro,U Urbana,-100.727904,20.022944,1,PREESCOLAR,General Federal
11DJN2486S,PASCUAL ORTIZ RUBIO,1,Matutino,52,San Miguel de Allende,R Rural,-100.72818,21.05545,2,PREESCOLAR,General Federal
11DJN3055J,FERNANDO MONTES DE OCA,1,Matutino,67,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.728297,21.103158,1,PREESCOLAR,General Federal
11DJN0487D,MARIA MONTESSORI,1,Matutino,18,Acámbaro,R Rural,-100.728812,19.967984,2,PREESCOLAR,General Federal
11DJN4367S,JUSTO SIERRA,1,Matutino,71,Acámbaro,U Urbana,-100.732752,19.992273,0,PREESCOLAR,General Federal
11DJN0703C,DIEGO RIVERA,1,Matutino,51,Acámbaro,U Urbana,-100.734089,20.02462,4,PREESCOLAR,General Federal
11DJN2480Y,MEXICO CREO EN TI,1,Matutino,52,San Miguel de Allende,U Urbana,-100.73541,20.90635,6,PREESCOLAR,General Federal
11DJN2750A,JEAN PIAGET,1,Matutino,67,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.73651,21.143169,4,PREESCOLAR,General Federal
11DJN0043K,CLUB DE LEONES,1,Matutino,75,San Miguel de Allende,U Urbana,-100.73721,20.91764,4,PREESCOLAR,General Federal
11DJN0844B,IGNACIO ZARAGOZA,1,Matutino,18,Acámbaro,R Rural,-100.738895,19.957239,1,PREESCOLAR,General Federal
11DJN0790O,30 DE ABRIL DIA DEL NIÑO,1,Matutino,53,Tarimoro,R Rural,-100.740078,20.223762,1,PREESCOLAR,General Federal
11DJN3458C,GUSTAVO ADOLFO BECQUER,1,Matutino,99,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.741574,21.237904,0,PREESCOLAR,General Federal
11DJN0079Z,IGNACIO ALLENDE,1,Matutino,26,San Miguel de Allende,U Urbana,-100.74213,20.92284,6,PREESCOLAR,General Federal
11DJN0160Z,JOSE ROSAS MORENO,1,Matutino,25,Comonfort,U Urbana,-100.742482,20.671803,6,PREESCOLAR,General Federal
11DJN4180O,ROSAURA ZAPATA CANO,1,Matutino,53,Tarimoro,U Urbana,-100.743568,20.280607,1,PREESCOLAR,General Federal
11DJN2511A,FRAY TORIBIO DE BENAVENTE,1,Matutino,66,Apaseo el Grande,R Rural,-100.74394,20.53006,1,PREESCOLAR,General Federal
11DJN3600A,OCTAVIO PAZ LOZANO,1,Matutino,38,Celaya,U Urbana,-100.744882,20.577571,7,PREESCOLAR,General Federal
11DJN2481X,PAULINA MAURER CORTES,1,Matutino,75,San Miguel de Allende,U Urbana,-100.74504,20.90192,9,PREESCOLAR,General Federal
11DJN3440D,JUAN AMOS COMENIO,1,Matutino,25,Comonfort,U Urbana,-100.745551,20.681175,5,PREESCOLAR,General Federal
11DJN2743R,DIEGO RIVERA,1,Matutino,25,Comonfort,R Rural,-100.746325,20.710167,0,PREESCOLAR,General Federal
11DJN2494A,JUSTO SIERRA,1,Matutino,51,Acámbaro,R Rural,-100.748747,20.093977,0,PREESCOLAR,General Federal
11DJN0094R,CARLOS A. CARRILLO,1,Matutino,64,Celaya,U Urbana,-100.748965,20.470721,5,PREESCOLAR,General Federal
11DJN4084L,JOSEFA ORTIZ DE DOMINGUEZ,1,Matutino,42,San Diego de la Unión,R Rural,-100.749526,21.428389,0,PREESCOLAR,General Federal
11DJN0474Z,CARLOS A CARRILLO,1,Matutino,9,Apaseo el Grande,R Rural,-100.749952,20.518533,1,PREESCOLAR,General Federal
11DJN3028M,FRANCISCO FERRER GUARDIA,1,Matutino,104,San Miguel de Allende,U Urbana,-100.75011,20.89288,1,PREESCOLAR,General Federal
11DJN4330E,MIGUEL HIDALGO Y COSTILLA,1,Matutino,104,San Miguel de Allende,U Urbana,-100.75064,20.92169,3,PREESCOLAR,General Federal
11DJN0073E,MELCHOR OCAMPO,1,Matutino,38,Celaya,U Urbana,-100.750987,20.57055,8,PREESCOLAR,General Federal
11DJN0007F,"FRANCISCO GABILONDO SOLER ""CRI CRI""",1,Matutino,53,Tarimoro,U Urbana,-100.752045,20.283721,7,PREESCOLAR,General Federal
11DJN0005H,JUAN ALDAMA,1,Matutino,104,San Miguel de Allende,U Urbana,-100.75272,20.91404,10,PREESCOLAR,General Federal
11DJN0502F,MARIA MONTESSORI,1,Matutino,104,San Miguel de Allende,U Urbana,-100.75345,20.90503,7,PREESCOLAR,General Federal
11DJN0254O,FEDERICO FROEBEL,1,Matutino,25,Comonfort,U Urbana,-100.754634,20.667463,5,PREESCOLAR,General Federal
11DJN0951K,CARLOS PELLICER,1,Matutino,53,Tarimoro,U Urbana,-100.756051,20.293491,6,PREESCOLAR,General Federal
11DJN0705A,DON NICOLAS DE SAN LUIS MONTAÑEZ,1,Matutino,51,Acámbaro,R Rural,-100.756569,20.070779,1,PREESCOLAR,General Federal
11DJN4062Z,BEATRIZ ORDOÑEZ ACUÑA,1,Matutino,25,Comonfort,U Urbana,-100.75759,20.707467,1,PREESCOLAR,General Federal
11DJN0514K,JUAN ENRIQUE PESTALOZZI,1,Matutino,74,Comonfort,U Urbana,-100.757643,20.722268,5,PREESCOLAR,General Federal
11DJN0051T,CUAUHTEMOC,1,Matutino,64,Celaya,U Urbana,-100.758273,20.421368,8,PREESCOLAR,General Federal
11DJN0221X,AGUSTIN YAÑEZ,1,Matutino,38,Celaya,U Urbana,-100.758851,20.626444,3,PREESCOLAR,General Federal
11DJN4338X,FRANCISCO GABILONDO SOLER,1,Matutino,38,Celaya,R Rural,-100.759526,20.581724,2,PREESCOLAR,General Federal
11DJN0516I,VICENTE SUAREZ,1,Matutino,25,Comonfort,U Urbana,-100.759927,20.726538,6,PREESCOLAR,General Federal
11DJN0486E,JUAN DE DIOS PEZA,1,Matutino,18,Acámbaro,R Rural,-100.760081,20.003655,1,PREESCOLAR,General Federal
11DJN2751Z,FRANCISCO JAVIER MINA,1,Matutino,99,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.76041,21.20584,0,PREESCOLAR,General Federal
11DJN4119K,DRA. EMMA GODOY,1,Matutino,38,Celaya,U Urbana,-100.760426,20.631474,3,PREESCOLAR,General Federal
11DJN0233B,ANTONIO CASO,1,Matutino,38,Celaya,U Urbana,-100.760439,20.619237,9,PREESCOLAR,General Federal
11DJN3416D,FEDERICO FROEBEL,1,Matutino,75,San Miguel de Allende,U Urbana,-100.76052,20.91001,4,PREESCOLAR,General Federal
11DJN0414L,JAIME TORRES BODET,1,Matutino,64,Celaya,R Rural,-100.760585,20.531176,4,PREESCOLAR,General Federal
11DJN4059M,SOCRATES,1,Matutino,26,San Miguel de Allende,U Urbana,-100.76082,20.91825,5,PREESCOLAR,General Federal
11DJN0203H,IGNACIO COMONFORT,1,Matutino,25,Comonfort,U Urbana,-100.761171,20.689856,4,PREESCOLAR,General Federal
11DJN0791N,HERMENEGILDO GALEANA,1,Matutino,53,Tarimoro,R Rural,-100.761614,20.190944,1,PREESCOLAR,General Federal
11DJN0515J,ROSARIO CASTELLANOS,1,Matutino,25,Comonfort,U Urbana,-100.76167,20.72339,6,PREESCOLAR,General Federal
11DJN0125U,JOSE MARIA VELASCO,1,Matutino,25,Comonfort,U Urbana,-100.761684,20.701806,4,PREESCOLAR,General Federal
11DJN0089F,JUAN ESCUTIA,1,Matutino,74,Comonfort,U Urbana,-100.761908,20.718525,6,PREESCOLAR,General Federal
11DJN0148E,MANUEL M. PONCE,1,Matutino,51,Acámbaro,U Urbana,-100.762669,20.143409,4,PREESCOLAR,General Federal
11DJN3198G,EMILIANO ZAPATA,1,Matutino,26,San Miguel de Allende,U Urbana,-100.76413,20.91843,6,PREESCOLAR,General Federal
11DJN0762S,ING. EMILIO PORTES GIL,1,Matutino,42,San Diego de la Unión,R Rural,-100.764343,21.432891,1,PREESCOLAR,General Federal
11DJN3280G,JOSE MANUEL PUIG CASAURANC,1,Matutino,26,San Miguel de Allende,R Rural,-100.76459,20.9429,0,PREESCOLAR,General Federal
11DJN0218J,MARIA MONTESSORI,1,Matutino,38,Celaya,U Urbana,-100.764828,20.629415,6,PREESCOLAR,General Federal
11DJN4140N,PROFR. PRISCILIANO NAVARRETE BARAJAS,1,Matutino,38,Celaya,U Urbana,-100.765345,20.566586,0,PREESCOLAR,General Federal
11DJN4616I,RAFAEL GAONA,1,Matutino,26,San Miguel de Allende,U Urbana,-100.7706,20.93097,1,PREESCOLAR,General Federal
11DJN0235Z,PROFR. JOSE MA PEREZ CAMPOS,1,Matutino,64,Celaya,R Rural,-100.770646,20.444392,1,PREESCOLAR,General Federal
11DJN4488D,VICENTE GUERRERO,1,Matutino,52,San Miguel de Allende,R Rural,-100.77361,21.02417,2,PREESCOLAR,General Federal
11DJN0858E,MARGARITO LEDESMA,1,Matutino,74,Comonfort,R Rural,-100.774586,20.755219,1,PREESCOLAR,General Federal
11DJN0490R,JOSE JOAQUIN FERNANDEZ DE LIZARDI,1,Matutino,53,Tarimoro,R Rural,-100.7746,20.37315,1,PREESCOLAR,General Federal
11DJN0419G,FRANCISCO GABILONDO SOLER,1,Matutino,64,Celaya,R Rural,-100.775252,20.510449,1,PREESCOLAR,General Federal
11DJN2386T,JUAN ALDAMA,1,Matutino,42,San Diego de la Unión,R Rural,-100.777283,21.51699,1,PREESCOLAR,General Federal
11DJN0107E,MARGARITA MAZA DE JUAREZ,1,Matutino,52,San Miguel de Allende,R Rural,-100.7783,21.02238,1,PREESCOLAR,General Federal
11DJN0105G,DR. JOSE MARIA LUIS MORA,1,Matutino,74,Comonfort,R Rural,-100.779494,20.754658,1,PREESCOLAR,General Federal
11DJN1066B,SPUTNIK,1,Matutino,26,San Miguel de Allende,R Rural,-100.78049,20.917,1,PREESCOLAR,General Federal
11DJN0978R,12 DE OCTUBRE,1,Matutino,53,Tarimoro,R Rural,-100.780509,20.23516,1,PREESCOLAR,General Federal
11DJN0859D,LIC. MANUEL GUAL VIDAL,1,Matutino,74,Comonfort,R Rural,-100.781094,20.775969,1,PREESCOLAR,General Federal
11DJN1112X,JESUS GARCIA CORONA,1,Matutino,104,San Miguel de Allende,R Rural,-100.78117,20.87781,4,PREESCOLAR,General Federal
11DJN2493B,JUAN ENRIQUE PESTALOZZI,1,Matutino,51,Acámbaro,R Rural,-100.781812,20.085732,1,PREESCOLAR,General Federal
11DJN2846N,DIEGO RIVERA,1,Matutino,38,Celaya,U Urbana,-100.782597,20.54551,6,PREESCOLAR,General Federal
11DJN3744X,JAIME TORRES BODET,1,Matutino,99,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.782811,21.203657,0,PREESCOLAR,General Federal
11DJN3605W,LUIS MALO,1,Matutino,104,San Miguel de Allende,R Rural,-100.78304,20.92223,0,PREESCOLAR,General Federal
11DJN2742S,MANUEL AVILA CAMACHO,1,Matutino,74,Comonfort,R Rural,-100.783684,20.710084,1,PREESCOLAR,General Federal
11DJN0417I,FEDERICO FROEBEL,1,Matutino,64,Celaya,R Rural,-100.784507,20.464049,3,PREESCOLAR,General Federal
11DJN0709X,PEDRO MORENO,1,Matutino,51,Acámbaro,R Rural,-100.784535,20.106262,0,PREESCOLAR,General Federal
11DJN0792M,JOSE MA. PINO SUAREZ,1,Matutino,53,Tarimoro,R Rural,-100.78589,20.334619,0,PREESCOLAR,General Federal
11DJN2753Y,JOSE MARIA MORELOS Y PAVON,1,Matutino,67,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.78651,21.11679,1,PREESCOLAR,General Federal
11DJN0624Q,DOROTEO ARANGO,1,Matutino,64,Celaya,U Urbana,-100.786808,20.515416,3,PREESCOLAR,General Federal
11DJN0975U,JOSE CLEMENTE OROZCO,1,Matutino,38,Celaya,R Rural,-100.78682,20.62681,3,PREESCOLAR,General Federal
11DJN4237Z,LEONA VICARIO FERNANDEZ,1,Matutino,26,San Miguel de Allende,R Rural,-100.78722,20.93278,1,PREESCOLAR,General Federal
11DJN3104B,JOSE CLEMENTE OROZCO,1,Matutino,42,San Diego de la Unión,R Rural,-100.788192,21.385503,1,PREESCOLAR,General Federal
11DJN0277Z,GABINO BARREDA,1,Matutino,38,Celaya,R Rural,-100.788339,20.568973,1,PREESCOLAR,General Federal
11DJN0481J,DIEGO RIVERA,1,Matutino,53,Tarimoro,R Rural,-100.788356,20.351862,2,PREESCOLAR,General Federal
11DJN2564F,LUCAS ALAMAN,1,Matutino,104,San Miguel de Allende,R Rural,-100.78872,20.87099,0,PREESCOLAR,General Federal
11DJN4139Y,DIEGO RIVERA,1,Matutino,38,Celaya,U Urbana,-100.789777,20.534444,1,PREESCOLAR,General Federal
11DJN0416J,JUVENTINO ROSAS,1,Matutino,38,Celaya,R Rural,-100.79053,20.64332,3,PREESCOLAR,General Federal
11DJN2343V,JAIME NUNO,1,Matutino,74,Comonfort,R Rural,-100.791364,20.763749,1,PREESCOLAR,General Federal
11DJN0816F,ROSA MARIA MARTINEZ RIOS,2,Vespertino,90,Celaya,U Urbana,-100.791762,20.530248,1,PREESCOLAR,General Federal
11DJN3370Z,FEDERICO FROEBEL,1,Matutino,90,Celaya,U Urbana,-100.791762,20.530248,5,PREESCOLAR,General Federal
11DJN4473B,TERESA DE CALCUTA,1,Matutino,104,San Miguel de Allende,R Rural,-100.792429,20.870054,1,PREESCOLAR,General Federal
11DJN0272D,MIGUEL F MARTINEZ,1,Matutino,38,Celaya,R Rural,-100.79314,20.65216,1,PREESCOLAR,General Federal
11DJN0415K,BENITO JUAREZ,1,Matutino,64,Celaya,R Rural,-100.793674,20.386813,1,PREESCOLAR,General Federal
11DJN3368K,ACAMAPICHTLI,1,Matutino,26,San Miguel de Allende,R Rural,-100.79449,20.95338,1,PREESCOLAR,General Federal
11DJN0544E,MANUEL AVILA CAMACHO,1,Matutino,64,Celaya,R Rural,-100.794712,20.461648,1,PREESCOLAR,General Federal
11DJN4118L,LOS DERECHOS DE LOS NIÑOS,1,Matutino,39,Celaya,U Urbana,-100.795073,20.541145,5,PREESCOLAR,General Federal
11DJN0708Y,LEONA VICARIO,1,Matutino,18,Acámbaro,R Rural,-100.795347,19.989377,0,PREESCOLAR,General Federal
11DJN4444G,GILBERTO RINCON GALLARDO,1,Matutino,26,San Miguel de Allende,R Rural,-100.79556,20.94361,1,PREESCOLAR,General Federal
11DJN0165V,ENRIQUE C REBSAMEN,1,Matutino,38,Celaya,U Urbana,-100.795918,20.598097,5,PREESCOLAR,General Federal
11DJN2485T,AGUSTIN DE ITURBIDE,1,Matutino,26,San Miguel de Allende,R Rural,-100.7963,21.00379,1,PREESCOLAR,General Federal
11DJN0418H,ROSARIO CASTELLANOS,1,Matutino,64,Celaya,R Rural,-100.797555,20.410389,1,PREESCOLAR,General Federal
11DJN0522T,GENERAL IGNACIO ALLENDE,1,Matutino,64,Celaya,U Urbana,-100.797732,20.510903,9,PREESCOLAR,General Federal
11DJN0261Y,AMADO NERVO,1,Matutino,64,Celaya,U Urbana,-100.798238,20.441913,5,PREESCOLAR,General Federal
11DJN2482W,CARMEN RAMOS DEL RIO,1,Matutino,26,San Miguel de Allende,R Rural,-100.79825,21.06685,3,PREESCOLAR,General Federal
11DJN0830Z,PAULINA KERGOMARD,1,Matutino,26,San Miguel de Allende,R Rural,-100.79844,20.80857,0,PREESCOLAR,General Federal
11DJN0996G,JUAN ESCUTIA,1,Matutino,99,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.799151,21.308366,0,PREESCOLAR,General Federal
11DJN0050U,S E R T O M A,1,Matutino,39,Celaya,U Urbana,-100.799931,20.543527,8,PREESCOLAR,General Federal
11DJN0279X,MOISES SAENZ GARZA,1,Matutino,39,Celaya,U Urbana,-100.801249,20.559368,7,PREESCOLAR,General Federal
11DJN0422U,NETZAHUALCOYOTL,1,Matutino,90,Celaya,U Urbana,-100.801713,20.527249,6,PREESCOLAR,General Federal
11DJN0852K,NETZAHUALCOYOTL,2,Vespertino,90,Celaya,U Urbana,-100.801713,20.527249,3,PREESCOLAR,General Federal
11DJN2384V,JUAN RUIZ DE ALARCON,1,Matutino,42,San Diego de la Unión,R Rural,-100.802133,21.442077,4,PREESCOLAR,General Federal
11DJN0546C,GREGORIO TORRES QUINTERO,1,Matutino,123,Celaya,R Rural,-100.80305,20.47028,3,PREESCOLAR,General Federal
11DJN2744Q,FRANCISCO JAVIER MINA,1,Matutino,74,Comonfort,R Rural,-100.803374,20.78838,0,PREESCOLAR,General Federal
11DJN1118R,JOHN DEWEY,2,Vespertino,39,Celaya,U Urbana,-100.803398,20.538132,6,PREESCOLAR,General Federal
11DJN2866A,JUAN ENRIQUE PESTALOZZI,1,Matutino,39,Celaya,U Urbana,-100.803398,20.538132,8,PREESCOLAR,General Federal
11DJN2483V,HEROES DEL 5 DE MAYO,1,Matutino,26,San Miguel de Allende,R Rural,-100.80462,20.83975,1,PREESCOLAR,General Federal
11DJN2984P,SOR JUANA INES DE LA CRUZ,1,Matutino,42,San Diego de la Unión,R Rural,-100.806777,21.498101,0,PREESCOLAR,General Federal
11DJN4138Z,PROFRA. MA. GUADALUPE ANGELICA MEDINA SANCHEZ,1,Matutino,39,Celaya,U Urbana,-100.806826,20.545853,4,PREESCOLAR,General Federal
11DJN0713J,CRISTINA E FRITZCHE,1,Matutino,123,Celaya,U Urbana,-100.807088,20.503837,5,PREESCOLAR,General Federal
11DJN0057N,EMILIO CARRANZA,1,Matutino,123,Celaya,U Urbana,-100.80717,20.49225,1,PREESCOLAR,General Federal
11DJN0625P,BERTHA VON GLUMER,1,Matutino,123,Celaya,U Urbana,-100.807347,20.508494,5,PREESCOLAR,General Federal
11DJN0271E,JUAN ESCUTIA,1,Matutino,123,Celaya,R Rural,-100.80833,20.46889,1,PREESCOLAR,General Federal
11DJN2839D,LUIS MOTA MACIEL,1,Matutino,18,Acámbaro,R Rural,-100.808728,20.030209,0,PREESCOLAR,General Federal
11DJN0518G,IGNACIO MANUEL ALTAMIRANO,1,Matutino,74,Comonfort,R Rural,-100.808996,20.777382,3,PREESCOLAR,General Federal
11DJN0997F,JUAN JACOBO ROUSSEAU,1,Matutino,99,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.80916,21.212922,1,PREESCOLAR,General Federal
11DJN0280M,IGNACIO RAMIREZ LOPEZ,1,Matutino,39,Celaya,U Urbana,-100.809906,20.549987,5,PREESCOLAR,General Federal
11DJN0294P,SOR JUANA INES DE LA CRUZ,1,Matutino,53,Tarimoro,R Rural,-100.809969,20.293643,3,PREESCOLAR,General Federal
11DJN0849X,JOSE MARIA VELAZCO,1,Matutino,51,Acámbaro,R Rural,-100.811879,20.055875,0,PREESCOLAR,General Federal
11DJN2539G,FRANCISCO EDUARDO TRESGUERRAS,1,Matutino,74,Comonfort,R Rural,-100.81216,20.787245,1,PREESCOLAR,General Federal
11DJN0186H,MA JOSEFA ORTIZ DE DOMINGUEZ,1,Matutino,53,Tarimoro,U Urbana,-100.812407,20.28058,3,PREESCOLAR,General Federal
11DJN0061Z,DOÑA MARGARITA MAZA DE JUAREZ,1,Matutino,123,Celaya,U Urbana,-100.813702,20.50226,4,PREESCOLAR,General Federal
11DJN0133C,MA. ELENA CHANES,2,Vespertino,123,Celaya,U Urbana,-100.813702,20.50226,1,PREESCOLAR,General Federal
11DJN4331D,SOR JUANA INES DE LA CRUZ,1,Matutino,26,San Miguel de Allende,R Rural,-100.81389,21.0375,0,PREESCOLAR,General Federal
11DJN0829J,JAVIER BONILLA CORTES,1,Matutino,123,Celaya,U Urbana,-100.814982,20.512259,8,PREESCOLAR,General Federal
11DJN0627N,MA FUENTES SANDOVAL,1,Matutino,53,Tarimoro,R Rural,-100.815213,20.272281,1,PREESCOLAR,General Federal
11DJN1064D,MANUEL DOBLADO,1,Matutino,104,San Miguel de Allende,R Rural,-100.81553,20.96657,1,PREESCOLAR,General Federal
11DJN0270F,MIGUEL HIDALGO Y COSTILLA,1,Matutino,7,Celaya,U Urbana,-100.81658,20.49811,4,PREESCOLAR,General Federal
11DJN0058M,ROSAURA ZAPATA,1,Matutino,39,Celaya,U Urbana,-100.817379,20.542413,7,PREESCOLAR,General Federal
11DJN0846Z,JUAN ENRIQUE PESTALOZZI,1,Matutino,26,San Miguel de Allende,R Rural,-100.81755,21.04672,1,PREESCOLAR,General Federal
11DJN3657B,JUAN ALDAMA,1,Matutino,123,Celaya,R Rural,-100.818461,20.476609,1,PREESCOLAR,General Federal
11DJN2759S,PRIMAVERA,1,Matutino,67,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.819806,21.080316,3,PREESCOLAR,General Federal
11DJN0519F,FRAY TORIBIO DE BENAVENTE,1,Matutino,39,Celaya,R Rural,-100.81993,20.6035,1,PREESCOLAR,General Federal
11DJN0499I,ANA MARIA BERLANGA,1,Matutino,99,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.819966,21.288911,1,PREESCOLAR,General Federal
11DJN2664E,FRANCISCO EDUARDO TRESGUERRAS,1,Matutino,7,Celaya,U Urbana,-100.820478,20.505308,7,PREESCOLAR,General Federal
11DJN0237Y,FRANCISCO E TRESGUERRAS,1,Matutino,53,Tarimoro,R Rural,-100.820857,20.297384,4,PREESCOLAR,General Federal
11DJN0442H,ROSAURA ZAPATA,1,Matutino,8,Salvatierra,R Rural,-100.823538,20.229245,2,PREESCOLAR,General Federal
11DJN4443H,MARIA MONTESSORI,1,Matutino,104,San Miguel de Allende,R Rural,-100.825,20.82028,0,PREESCOLAR,General Federal
11DJN1114V,ROSARIO CASTELLANOS,1,Matutino,26,San Miguel de Allende,R Rural,-100.82662,20.84643,1,PREESCOLAR,General Federal
11DJN0296N,ROSA MARTINEZ RIOS DE MACIAS,1,Matutino,7,Celaya,U Urbana,-100.82684,20.51844,7,PREESCOLAR,General Federal
11DJN0930Y,24 DE FEBRERO,2,Vespertino,7,Celaya,U Urbana,-100.82684,20.51844,6,PREESCOLAR,General Federal
11DJN3042F,SOR JUANA INES DE LA CRUZ,1,Matutino,7,Celaya,U Urbana,-100.827396,20.502762,3,PREESCOLAR,General Federal
11DJN0853J,CARMEN PEREZ VENEGAS,1,Matutino,7,Celaya,U Urbana,-100.827613,20.506601,5,PREESCOLAR,General Federal
11DJN0262X,FRANCISCO GONZALEZ BOCANEGRA,1,Matutino,7,Celaya,R Rural,-100.828169,20.467607,1,PREESCOLAR,General Federal
11DJN0132D,VALENTIN GOMEZ FARIAS,1,Matutino,124,Celaya,U Urbana,-100.82903,20.52656,8,PREESCOLAR,General Federal
11DJN0142K,ROSAURA ZAPATA CANO,1,Matutino,51,Acámbaro,R Rural,-100.829605,20.079253,1,PREESCOLAR,General Federal
11DJN0282K,RAMON GARCIA GARIBAY,1,Matutino,39,Celaya,U Urbana,-100.82994,20.54758,3,PREESCOLAR,General Federal
11DJN3336S,GABRIELA MISTRAL,1,Matutino,104,San Miguel de Allende,R Rural,-100.83056,20.8554,0,PREESCOLAR,General Federal
11DJN2784R,FRANCISCO MANUEL SANCHEZ DE TAGLE,1,Matutino,42,San Diego de la Unión,R Rural,-100.830789,21.32575,0,PREESCOLAR,General Federal
11DJN0934U,PABLO NERUDA,1,Matutino,6,Celaya,U Urbana,-100.83189,20.53494,5,PREESCOLAR,General Federal
11DJN2553Z,JUAN JACOBO ROUSSEAU,1,Matutino,67,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.832823,21.129541,4,PREESCOLAR,General Federal
11DJN4644E,GUADALUPE GIL VEGA,1,Matutino,26,San Miguel de Allende,R Rural,-100.832851,20.946326,1,PREESCOLAR,General Federal
11DJN0024W,JOSE MA MORELOS Y PAVON,1,Matutino,124,Celaya,U Urbana,-100.83289,20.52689,6,PREESCOLAR,General Federal
11DJN0045I,LIC. BENITO JUAREZ,1,Matutino,6,Celaya,U Urbana,-100.83447,20.54386,7,PREESCOLAR,General Federal
